Date of Bleed,Tag trimmed,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),0,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),0
3/26/16,18948,11/12/15,11.4,1.69,9.21,0.47,,8.7,13.3,37.2,42.8,15.3,35.8,18.3,1103,4.4,Untreated from CY EX#2
3/26/16,18949,11/12/15,9.92,3.91,5.71,0.27,,8.59,12.5,35.7,41.6,14.6,35,21.2,1398,4.7,Untreated from CY EX#2
3/26/16,18950,11/12/15,11.82,4.39,6.69,0.7,,8.84,13.3,37,41.8,15,35.9,20,1639,4.9,Untreated from CY EX#2
3/26/16,18951,11/12/15,6.08,1.73,3.83,0.46,,7.1,10.3,29.7,41.8,14.5,34.7,21.2,961,5.3,Untreated from CY EX#2
3/26/16,18952,11/12/15,8.26,2.65,5.17,0.39,,8.55,12.3,35.3,41.3,14.4,34.8,20.8,1626,4.8,Untreated from CY EX#2
3/26/16,18953,11/12/15,7.98,2.3,5.32,0.33,,9.16,13.1,38.1,41.6,14.3,34.4,20.2,1488,4.9,Untreated from CY EX#2
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
4/1/16,21426,1/0/00,5.06,1.64,3.17,0.18,,8.12,12.8,,,,,,499,,16-week Transplants from Group #1: Vav-cre; Brca1f/f cohort
4/1/16,693,1/0/00,6.44,0.85,5.05,0.45,,6.6,8.9,,,,,,272,,16-week Transplants from Group #1: Vav-cre; Brca1f/f cohort
4/1/16,21424,1/0/00,2.28,0.81,1.3,0.13,,7.78,11.7,,,,,,806,,16-week Transplants from Group #1: Vav-cre; Brca1f/f cohort
4/1/16,21430,1/0/00,4.5,0.94,3.35,0.17,,8.05,11.5,,,,,,501,,16-week Transplants from Group #1: Vav-cre; Brca1f/f cohort
4/1/16,21430,1/0/00,4.9,0.85,3.87,0.17,,7.92,11.4,,,,,,583,,16-week Transplants from Group #1: Vav-cre; Brca1f/f cohort
4/1/16,21427,1/0/00,6.72,1.52,4.92,0.09,,8.33,11.6,,,,,,480,,16-week Transplants from Group #1: Vav-cre; Brca1f/f cohort
4/1/16,21428,1/0/00,3.68,1.01,2.56,0.09,,8.81,13.1,,,,,,1131,,16-week Transplants from Group #1: Vav-cre; Brca1f/f cohort
4/1/16,3557,1/0/00,9.36,1.83,7,0.3,,10.05,14.5,,,,,,805,,16-week Transplants from Group #1: Vav-cre; Brca1f/f cohort
4/1/16,3557,1/0/00,11.12,2.44,8.13,0.37,,8.58,12.6,,,,,,848,,16-week Transplants from Group #1: Vav-cre; Brca1f/f cohort
4/1/16,3557,1/0/00,9.92,2.47,7.21,0.17,,8.65,13.2,,,,,,998,,16-week Transplants from Group #1: Vav-cre; Brca1f/f cohort
4/1/16,21431,1/0/00,5.56,1.04,3.96,0.38,,7.15,11.1,,,,,,415,,16-week Transplants from Group #1: Vav-cre; Brca1f/f cohort
4/1/16,21431,1/0/00,7.98,1.17,6.54,0.26,,9.3,14.7,,,,,,1045,,16-week Transplants from Group #1: Vav-cre; Brca1f/f cohort
4/1/16,21425,1/0/00,13.24,1.43,11.22,0.53,,8.76,12.6,,,,,,900,,16-week Transplants from Group #1: Vav-cre; Brca1f/f cohort
4/1/16,21425,1/0/00,12.26,1.49,10.29,0.46,,9.52,13.6,,,,,,937,,16-week Transplants from Group #1: Vav-cre; Brca1f/f cohort
4/1/16,21423,1/0/00,4.82,0.85,3.72,0.2,,6.56,10.8,,,,,,807,,16-week Transplants from Group #1: Vav-cre; Brca1f/f cohort
4/1/16,21423,1/0/00,3.44,0.75,2.38,0.23,,9.85,10.8,,,,,,733,,16-week Transplants from Group #1: Vav-cre; Brca1f/f cohort
4/1/16,21423,1/0/00,3.32,0.62,2.41,0.24,,8.09,11.7,,,,,,771,,16-week Transplants from Group #1: Vav-cre; Brca1f/f cohort
4/1/16,21423,1/0/00,7.46,1.18,6.03,0.23,,8.79,12.9,,,,,,761,,16-week Transplants from Group #1: Vav-cre; Brca1f/f cohort
4/1/16,21432,1/0/00,4.26,0.94,3.04,0.23,,8.5,11.8,,,,,,581,,16-week Transplants from Group #1: Vav-cre; Brca1f/f cohort
4/1/16,21432,1/0/00,5.32,0.44,4.62,0.23,,6.46,8.7,,,,,,375,,16-week Transplants from Group #1: Vav-cre; Brca1f/f cohort
4/1/16,21432,1/0/00,2.52,0.54,1.81,0.11,,6.31,8.5,,,,,,170,,16-week Transplants from Group #1: Vav-cre; Brca1f/f cohort
4/1/16,21427,1/0/00,7.92,0.98,6.71,0.22,,9.13,12.8,,,,,,884,,16-week Transplants from Group #1: Vav-cre; Brca1f/f cohort
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
4/4/16,16508,1/8/15,9.06,1.03,7.55,0.47,,9.35,14.3,42.4,45.4,15.3,33.7,18.9,1414,4.4,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,17099,3/17/15,14.16,5.62,8.09,0.34,,9.14,14.5,39,42.7,15.9,37.2,20.6,1112,5.9,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,17100,3/17/15,10.92,3.41,7.25,0.17,,9.9,14.2,39.5,39.9,14.3,35.9,19.5,1255,5.5,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,17139,4/3/15,6.8,2.01,4.62,0.03,,7.44,11.7,30.7,41.3,15.7,38.1,17.4,1042,5.3,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,17295,5/6/15,8.44,1.5,6.56,0.16,,7.85,11.7,38.7,49.3,14.9,30.2,20.4,883,5.3,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,17400,5/25/15,8.16,3.02,4.72,0.2,,7.89,12.5,35.1,44.5,15.8,35.6,19.8,822,5.9,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,17401,5/25/15,3.92,1.32,2.49,0.08,,9.65,15.6,43.5,45.1,16.2,35.9,17.8,1096,5.6,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,17539,6/20/15,7.62,1.12,6.15,0.25,,8.83,14,40.6,46,15.9,34.5,17.7,1747,4.9,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,17724,7/8/15,11.56,3.29,7.68,0.21,,7.55,13.3,40.5,53.6,17.6,32.8,18.7,672,6,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,17736,7/7/15,4.96,1.25,3.29,0.3,,7.98,13.7,37.7,47.2,17.2,36.3,20.1,380,6.3,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,17739,7/7/15,12.78,2.27,10.08,0.4,,8.74,13.9,40.2,46,15.9,34.6,18.3,1304,4.8,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,17740,7/7/15,4.96,0.29,4.26,0.35,,4.01,6,16.8,41.9,15,35.7,16.5,310,5.5,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,17742,7/7/15,7.8,1.58,5.82,0.25,,8.21,13.7,37.3,45.4,16.7,36.7,18.9,1173,4.9,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,17835,8/5/15,13.02,5.62,6.73,0.3,,6.62,10.5,31,46.8,15.9,33.9,24.4,866,5.4,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,17836,8/5/15,9.84,2.11,7.12,0.23,,8.5,13.3,37.2,43.8,15.6,35.8,18.4,602,5.5,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,17838,8/5/15,10.38,2.53,7.44,0.26,,9.35,14.4,40.8,43.6,15.4,35.3,18.4,1015,5.5,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,17934,8/13/15,13.28,8.06,4.67,0.47,,8.95,13.2,37.9,42.3,14.7,34.8,22.3,1454,4.8,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,17935,8/13/15,7.2,1.3,5.19,0.44,,6.48,10.2,31.8,49,15.7,32.1,19,841,5.3,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,17978-1-TX13,8/27/15,3.22,0.34,2.69,0.18,,5.62,10,31.2,55.6,17.8,32.1,27.7,478,6.7,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18025,12/26/15,11.36,1.76,9.26,0.33,,9.2,14.9,40.8,44.3,16.2,36.5,18.1,1328,4.4,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18039,12/28/15,11.74,2.22,8.88,0.26,,8.86,13.8,39.6,44.7,15.6,34.8,17,925,5.5,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18040,12/28/15,6.42,1.59,4.32,0.42,,7.92,12.7,34.7,43.8,16,36.6,17.3,1062,5.4,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18042,12/28/15,6.26,0.89,4.92,0.32,,7.92,13.1,34.8,44,16.5,37.6,17.8,1010,5.2,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18054,12/29/15,12.12,3.87,8.03,0.16,,8.1,13.5,39,48.1,16.7,34.6,18.8,1056,5.3,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18128,9/2/15,10.8,2.06,8.48,0.25,,9.43,14.9,42,44.5,15.8,35.5,17.9,1454,5.2,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18139,9/6/15,7.18,2.41,3.85,0.72,,8.12,11,31.1,38.3,13.5,35.4,19.3,807,5.1,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18279-1-TX13,10/1/15,4.26,0.36,3.68,0.2,,6.22,10.6,32,51.4,17,33.1,20.4,308,6.1,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18310,10/2/15,9.26,1.89,7.22,0.13,,9.91,14.9,41.6,42,15,35.8,18.1,1313,4.8,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18349,10/9/15,8.74,0.85,7.34,0.43,,4.88,6.7,19.5,40,13.7,34.4,19.5,325,6.3,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18371,10/16/15,8.66,2.12,6.25,0.26,,8.46,13,36.2,42.8,15.4,35.9,19.1,1543,5,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18399-1-TX13,10/17/15,6.96,1.17,5.52,0.19,,7.57,12.1,33.1,43.7,16,36.6,17.8,871,5.6,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18400,10/17/15,9.14,1.84,6.54,0.45,,8.58,13,37.4,43.6,15.2,34.8,18,1036,5,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18409,10/17/15,8.82,1.68,6.69,0.34,,9.68,15.3,43.3,44.7,15.8,35.3,18.9,1515,5.1,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18440,10/25/15,7.68,1.9,5.01,0.59,,7.47,12.2,30.4,40.7,16.3,40.1,17.3,542,5.5,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18441,10/25/15,6.96,1.24,4.97,0.59,,7.2,10.3,28.9,40.2,14.3,35.6,18,711,5.5,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18491,10/30/15,4.34,0.74,3.22,0.23,,7.5,12.7,33.4,44.5,16.9,38,19,456,5.4,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18564,11/6/15,6.68,1.76,4.75,0.15,,8.58,14.7,39.6,46.1,17.1,37.1,18.6,1220,6,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18669-1-TX13,11/22/15,12.38,3.58,8.33,0.25,,10.8,14,49.6,45.9,13,28.2,18.6,1823,5.7,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18745,11/26/15,12,2.83,8.78,0.36,,9.71,14.6,41.1,42.3,15,35.5,19,1230,4.6,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18783,12/2/15,9.68,2.52,6.2,0.75,,7.54,11.5,33.8,44.8,15.3,34,16.5,1324,4.7,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18792-1-TX13,12/3/15,10.74,1.43,8.63,0.55,,7.02,10.7,32.4,46.1,15.2,33,17.9,909,5.6,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18793-1-TX13,12/3/15,5.7,2.28,2.94,0.18,,7.62,10.4,30.1,39.5,13.6,34.6,21.3,621,6.2,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18801,12/6/15,6.84,1.22,5.06,0.28,,6.75,11.9,29.7,44,17.6,40.1,17.8,459,5.7,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18811,12/8/15,9.76,2.17,7.47,0.1,,9.34,14.9,41.8,44.8,16,35.6,19.2,1303,4.9,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18813,12/8/15,13.98,3.7,8.89,0.49,,7.17,11.6,31.8,44.4,16.2,36.5,17.2,426,5.5,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18816,12/8/15,8.7,1.61,6.86,0.18,,9.21,15,45.8,49.7,16.3,32.8,19.4,1103,4.9,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18867-1-TX13,12/9/15,10.36,1.66,8.29,0.38,,9.48,15.4,45.9,48.4,16.2,33.6,19.8,1408,5.1,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18886-1-TX13,12/10/15,16.76,3.23,12.53,0.53,,8.93,14.1,40.7,45.6,15.8,34.6,19.8,796,5.2,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18887-1-TX13,12/10/15,12.6,2.64,9.28,0.42,,9.1,14.6,40.4,44.4,16,36.1,18.1,1341,5.2,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,18965-1-TX13,12/9/15,9.06,1.35,7.21,0.46,,8.82,13.9,40.6,46,15.8,34.2,20,1296,5.2,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19121,1/6/16,3.36,0.32,2.76,0.24,,6.9,9.7,29.8,43.2,14.1,32.6,17.7,481,5.5,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19131,1/9/16,10.68,2.2,7.72,0.42,,7.37,12.7,34.6,47,17.2,36.7,19,515,5.7,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19132,1/9/16,6.2,0.86,4.79,0.31,,7.99,14,36.8,46.1,17.5,38,19.3,756,5.9,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19133,1/9/16,8.78,1.91,6.2,0.25,,9.36,15,42,44.9,16,35.7,17.5,623,5.7,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19140-1-TX13,1/14/16,3.46,0.81,2.32,0.2,,4.82,8.7,27.7,57.4,18,31.4,20.3,289,6,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19141-1-TX13,1/14/16,7.62,1.43,5.63,0.33,,6.3,10.2,28.9,45.9,16.2,35.3,16.6,462,6,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19142-1-TX13,1/14/16,11.3,2.44,8.3,0.26,,7.25,11.1,33.6,46.4,15.3,33,16.5,614,5.3,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19143-1-TX13,1/14/16,6.3,1.16,4.68,0.12,,7.35,11.9,33.1,45.1,16.2,36,16.5,395,5.7,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19157,1/14/16,9.14,1.13,7.18,0.7,,8.39,13,37.3,44.4,15.5,34.9,17.5,843,4.8,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19260,1/20/16,9.32,1.49,7.51,0.3,,9.49,14.6,41.8,44,15.4,34.9,17.3,1268,4.9,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19310,2/1/16,4.56,0.74,3.46,0.27,,6.9,10.7,31,45,15.5,34.5,15.6,654,5,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19330,1/28/16,7.3,1.18,5.68,0.27,,8.98,13.7,40.1,44.7,15.3,34.2,17.4,1028,5.4,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19347,2/3/16,6.88,1.3,4.79,0.56,,8.57,13.7,43.5,50.8,16,31.5,18.3,682,5.2,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19348,2/3/16,11.14,1.79,8.59,0.41,,8.37,14.7,41.5,49.6,17.6,35.4,17.4,1758,5.2,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19349,2/3/16,9.32,1.26,7.21,0.65,,7.7,12.5,39.7,51.5,16.2,31.5,17.1,927,5.3,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19350,2/3/16,6.8,0.96,5.21,0.39,,8.01,12.3,39.2,49,15.4,31.4,17.2,932,5.2,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19388,2/6/16,9.84,1.78,7.78,0.26,,9.64,15.5,43.3,44.9,16.1,35.8,17,1141,4.5,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19391,2/6/16,8.24,1.08,6.73,0.33,,8.29,14.4,38.8,46.8,17.4,37.1,17.1,1145,4.7,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19411,2/11/16,5.02,0.62,4.02,0.27,,7.44,11.4,33.9,45.6,15.3,33.6,16.6,723,4.9,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19567,2/28/16,8.96,1,7.42,0.53,,8.47,13.7,41.2,48.7,16.2,33.3,19.2,1161,4.6,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19568,2/28/16,1.92,0.36,1.3,0.17,,5.33,10.2,33.1,62.1,19.1,30.8,23,462,5.6,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19570,2/28/16,6.86,0.9,5.56,0.39,,8.83,14.8,48.2,54.6,16.8,30.7,21.2,1278,4.6,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19571,2/28/16,6.44,0.86,5.11,0.3,,6.5,10.4,31.8,48.9,16,32.7,18.8,481,5.3,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19613,3/4/16,12.02,1.8,9.25,0.66,,7.86,12.1,39,49.6,15.4,31,21.9,887,4.9,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19615,3/4/16,10.36,1.21,8.42,0.69,,8.88,13.4,41.8,47.1,15.1,32.1,21.3,1260,4.3,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19629,3/6/16,9.04,0.96,7.57,0.49,,6.83,11.6,33.2,48.6,17,34.9,21.8,1085,4.6,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19631,3/6/16,5.1,0.8,3.93,0.26,,4.72,8.1,22.5,47.7,17.2,36,19.3,350,5,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19632,3/6/16,7.56,0.99,6.25,0.3,,7.7,12.6,37.2,48.3,16.4,33.9,22.5,1122,4.4,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19633,3/6/16,9.1,2.44,6.18,0.43,,7.54,12.7,37.9,50.3,16.8,33.5,22,819,5,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
4/4/16,19634,3/6/16,8.08,1.3,6.35,0.4,,7.21,13.4,39.8,55.2,18.6,33.7,23.5,1182,4.8,"Biweekly Bleeds: VRM, VRR, Vav; Brca1; Cbp, Mx1-cre, Ab water mice, and all Vav-cre; Brca1f/+ mice"
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
4/5/16,18869,12/9/15,3.68,1.48,1.87,0.17,,5.92,11.7,36.8,62.1,19.8,31.8,17.5,928,4.9,Notes
4/5/16,18967,12/9/15,9.48,0.51,8.23,0.73,,12.04,17.1,56.9,47.3,14.2,30.1,20.1,1287,5,Notes
Date of Bleed,out,Date of Birth,WBC (K/ul),NE (K/ul),LY (K/ul),MO (K/ul),,RBC (M/ul),Hb (g/dL),HCT (%),MCV (fL),MCH (pg),MCHC (g/dL),RDW (%),PLT (K/ul),MPV (fL),Notes
4/6/16,19645,3/3/16,2.52,0.27,2.08,0.13,,5.42,9.3,25.7,47.5,17.2,36.2,18.9,606,6,Notes
4/6/16,19646,3/3/16,4.2,1.47,2.61,0.08,,8.05,12.4,37.3,46.3,15.4,33.2,23.4,1195,5.7,Notes
